time,position_x,position_y,orientation_x,orientation_y,orientation_z,orientation_w,speed_x,speed_y,angular_z
1.62766E+18,-10.93886977,10.99998131,0,0,-0.000420169,0.999999912,0.359794856,0,-0.0066101
1.62766E+18,-10.93167603,10.99997526,0,0,-0.000493415,0.999999878,0.379788876,0,-0.007326826
1.62766E+18,-10.92408026,10.99996777,0,0,-0.000574155,0.999999835,0.399788857,0,-0.008074025
1.62766E+18,-10.91607973,10.99995858,0,0,-0.000662709,0.99999978,0.419800758,0,-0.008850138
1.62766E+18,-10.90767823,10.99994745,0,0,-0.000759595,0.999999712,0.439813852,0,-0.009682291
1.62766E+18,-10.89885817,10.99993405,0,0,-0.000865315,0.999999626,0.459867954,0,-0.010543478
1.62766E+18,-10.88965491,10.99991812,0,0,-0.000979734,0.99999952,0.479880809,0,-0.011434572
1.62766E+18,-10.88012551,10.99989945,0,0,-0.001102367,0.999999392,0.499738693,0,-0.012350985
1.62766E+18,-10.87013971,10.99987743,0,0,-0.00123511,0.999999237,0.519720792,0,-0.013286211
1.62766E+18,-10.8596871,10.99985161,0,0,-0.001377912,0.999999051,0.539436205,0,-0.01420069
1.62766E+18,-10.84889456,10.99982187,0,0,-0.001529284,0.999998831,0.558654333,0,-0.015131777
1.62766E+18,-10.83782543,10.99978801,0,0,-0.001688459,0.999998575,0.577306169,0,-0.016067023
1.62766E+18,-10.82625571,10.99974894,0,0,-0.001858816,0.999998272,0.595797866,0,-0.017000812
1.62766E+18,-10.81430888,10.99970453,0,0,-0.002038801,0.999997922,0.613928889,0,-0.017951967
1.62766E+18,-10.80196235,10.99965418,0,0,-0.002228994,0.999997516,0.631748528,0,-0.018914486
1.62766E+18,-10.78947468,10.99959851,0,0,-0.002425522,0.999997058,0.648911295,0,-0.01988447
1.62766E+18,-10.77643566,10.99953526,0,0,-0.002634912,0.999996529,0.666013002,0,-0.02084119
1.62766E+18,-10.76320023,10.99946551,0,0,-0.00285169,0.999995934,0.682586745,0,-0.021816462
1.62766E+18,-10.74954043,10.9993876,0,0,-0.003079652,0.999995258,0.698944934,0,-0.022782543
1.62766E+18,-10.73558631,10.99930165,0,0,-0.003316551,0.9999945,0.714937945,0,-0.02373157
1.62766E+18,-10.7212543,10.99920659,0,0,-0.003563905,0.999993649,0.730676045,0,-0.024677686
1.62766E+18,-10.70658123,10.999102,0,0,-0.003821218,0.999992699,0.746125606,0,-0.025626364
1.62766E+18,-10.69178227,10.99898889,0,0,-0.00408477,0.999991657,0.761078701,0,-0.026574675
1.62766E+18,-10.6765291,10.99886428,0,0,-0.004360434,0.999990493,0.775888296,0,-0.027508578
1.62766E+18,-10.66108186,10.99872956,0,0,-0.004643426,0.999989219,0.790305257,0,-0.02842763
1.62766E+18,-10.64525573,10.99858258,0,0,-0.004937171,0.999987812,0.804517751,0,-0.029336421
1.62766E+18,-10.62921125,10.99842415,0,0,-0.005238779,0.999986278,0.818388415,0,-0.030245946
1.62766E+18,-10.61286644,10.99825289,0,0,-0.005549821,0.9999846,0.832002271,0,-0.03114664
1.62766E+18,-10.59621653,10.99806807,0,0,-0.005870457,0.999982769,0.845370972,0,-0.032043188
1.62766E+18,-10.57929416,10.99786938,0,0,-0.006200096,0.999980779,0.858476027,0,-0.032933077
1.62766E+18,-10.5620392,10.9976554,0,0,-0.006539968,0.999978614,0.871371346,0,-0.033816958
1.62766E+18,-10.54475163,10.99742926,0,0,-0.006884183,0.999976304,0.883844089,0,-0.03469785
1.62766E+18,-10.52710363,10.99718626,0,0,-0.007239231,0.999973796,0.896148245,0,-0.035560405
1.62766E+18,-10.50908663,10.99692538,0,0,-0.007605385,0.999971079,0.908289911,0,-0.036421449
1.62766E+18,-10.49095911,10.99664963,0,0,-0.007977104,0.999968182,0.920100542,0,-0.037247274
1.62766E+18,-10.47249871,10.99635508,0,0,-0.008358939,0.999965063,0.931736818,0,-0.038059132
1.62766E+18,-10.45404362,10.99604652,0,0,-0.008743905,0.999961771,0.942994089,0,-0.03886725
1.62766E+18,-10.43516595,10.99571635,0,0,-0.009140892,0.999958221,0.954146415,0,-0.039656837
1.62766E+18,-10.41604325,10.99536671,0,0,-0.009546251,0.999954434,0.965088073,0,-0.040446618
1.62766E+18,-10.39679034,10.99499907,0,0,-0.009956762,0.99995043,0.975761177,0,-0.0411497
1.62766E+18,-10.37728575,10.99461061,0,0,-0.010375003,0.999946178,0.986242319,0,-0.041840765
1.62766E+18,-10.35762935,10.99420267,0,0,-0.010798839,0.999941691,0.996484023,0,-0.042524435
1.62766E+18,-10.33769341,10.99377203,0,0,-0.011231022,0.99993693,1.006559855,0,-0.043197307
1.62766E+18,-10.31750397,10.99331844,0,0,-0.011671013,0.999931891,1.016459707,0,-0.043863932
1.62766E+18,-10.29718857,10.99284414,0,0,-0.012115655,0.999926603,1.026126584,0,-0.044485392
1.62766E+18,-10.2767572,10.99234896,0,0,-0.012564707,0.999921061,1.035564726,0,-0.045095807
1.62766E+18,-10.25603074,10.99182799,0,0,-0.013022101,0.999915209,1.044863166,0,-0.04569519
1.62766E+18,-10.23515428,10.99128414,0,0,-0.013484646,0.999909078,1.053959926,0,-0.046288999
1.62766E+18,-10.21413226,10.99071704,0,0,-0.013952232,0.999902663,1.062859769,0,-0.046873096
1.62766E+18,-10.19281952,10.99012214,0,0,-0.014427137,0.999895923,1.071628829,0,-0.047353057
1.62766E+18,-10.17149345,10.9895066,0,0,-0.01490318,0.999888941,1.08015723,0,-0.047827345
1.62766E+18,-10.14983711,10.98886089,0,0,-0.015387428,0.999881607,1.088578502,0,-0.04828993
1.62766E+18,-10.1282118,10.98819514,0,0,-0.015871803,0.999874035,1.096755524,0,-0.048747975
1.62766E+18,-10.10627261,10.98749845,0,0,-0.016364018,0.9998661,1.104825982,0,-0.049193945
1.62766E+18,-10.0841911,10.98677547,0,0,-0.016860275,0.999857855,1.112728324,0,-0.049639674
1.62766E+18,-10.06181902,10.98602075,0,0,-0.017363905,0.999849236,1.120519086,0,-0.050077304
1.62766E+18,-10.03952871,10.98524631,0,0,-0.017866523,0.999840381,1.128072597,0,-0.050509905
1.62766E+18,-10.01699297,10.98444065,0,0,-0.018375488,0.999831156,1.135507414,0,-0.050930422
1.62766E+18,-9.994332267,10.98360742,0,0,-0.018888081,0.999821604,1.142786309,0,-0.051345378
1.62766E+18,-9.971533983,10.98274573,0,0,-0.019403955,0.999811726,1.149917716,0,-0.051689944
1.62766E+18,-9.948568858,10.981854,0,0,-0.019923772,0.999801502,1.156914514,0,-0.05202772
1.62766E+18,-9.925506838,10.98093449,0,0,-0.020445947,0.99979096,1.16375904,0,-0.052359303
1.62766E+18,-9.902125553,10.97997778,0,0,-0.020975517,0.99977999,1.170520168,0,-0.052683845
1.62766E+18,-9.878794326,10.97899837,0,0,-0.021504116,0.99976876,1.177093262,0,-0.053004604
1.62766E+18,-9.855316594,10.97798793,0,0,-0.022036101,0.999757176,1.183539765,0,-0.053307091
1.62766E+18,-9.83163921,10.97694365,0,0,-0.022572676,0.999745205,1.189876886,0,-0.053603805
1.62766E+18,-9.807903921,10.9758713,0,0,-0.023110629,0.999732914,1.196069435,0,-0.053895535
1.62766E+18,-9.784070208,10.97476879,0,0,-0.023650879,0.999720279,1.202132244,0,-0.054180659
1.62766E+18,-9.759968024,10.97362776,0,0,-0.024197282,0.999707203,1.20811104,0,-0.054459855
1.62766E+18,-9.735934527,10.97246364,0,0,-0.024740689,0.999693902,1.213924526,0,-0.054584171
1.62766E+18,-9.711699078,10.97126334,0,0,-0.025287254,0.999680226,1.219642893,0,-0.054703663
1.62766E+18,-9.687367933,10.97003162,0,0,-0.025834587,0.999666231,1.225243011,0,-0.054819866
1.62766E+18,-9.662909225,10.96876659,0,0,-0.026383422,0.999651897,1.230735133,0,-0.054932383
1.62766E+18,-9.638347274,10.96746918,0,0,-0.026933228,0.999637235,1.236116381,0,-0.055041497
1.62766E+18,-9.613658188,10.96613782,0,0,-0.027482856,0.999622275,1.241394614,0,-0.054977346
1.62766E+18,-9.588738975,10.96476656,0,0,-0.028034616,0.999606953,1.246593599,0,-0.05491186
1.62766E+18,-9.564075403,10.96338206,0,0,-0.028577799,0.999591571,1.251615081,0,-0.054844876
1.62766E+18,-9.539080437,10.96195171,0,0,-0.029125427,0.999575765,1.256583485,0,-0.054777842
1.62766E+18,-9.513775491,10.96047579,0,0,-0.029676989,0.999559541,1.261493712,0,-0.054709255
1.62766E+18,-9.488795141,10.95899115,0,0,-0.030218509,0.999543317,1.266224995,0,-0.054621083
1.62766E+18,-9.463415966,10.9574552,0,0,-0.030765771,0.999526622,1.270919162,0,-0.054533914
1.62766E+18,-9.438212065,10.95590216,0,0,-0.031306393,0.999509835,1.275470735,0,-0.054445286
1.62766E+18,-9.412699263,10.95430238,0,0,-0.031850834,0.999492633,1.279970738,0,-0.054357312
1.62766E+18,-9.387215464,10.95267654,0,0,-0.032391886,0.999475245,1.284360355,0,-0.054268362
1.62766E+18,-9.361564462,10.95101215,0,0,-0.032932933,0.999457564,1.288676126,0,-0.054096218
1.62766E+18,-9.335589652,10.94929851,0,0,-0.033477272,0.999439479,1.292944871,0,-0.053924602
1.62766E+18,-9.310016959,10.94758342,0,0,-0.034009738,0.999421502,1.29704934,0,-0.053752547
1.62766E+18,-9.284161923,10.94582172,0,0,-0.034544736,0.999403152,1.301104285,0,-0.053584947
1.62766E+18,-9.258240652,10.94402762,0,0,-0.035077789,0.999384585,1.305076268,0,-0.053417283
1.62766E+18,-9.232271049,10.94220233,0,0,-0.035607582,0.999365849,1.308964607,0,-0.053150607
1.62766E+18,-9.206139801,10.94033784,0,0,-0.036136484,0.999346864,1.312787999,0,-0.052887039
1.62766E+18,-9.179947331,10.93844112,0,0,-0.036662496,0.999327705,1.316532994,0,-0.052625455
1.62766E+18,-9.153805497,10.93652039,0,0,-0.037183455,0.999308456,1.32018584,0,-0.052366908
1.62766E+18,-9.127472306,10.934558,0,0,-0.037704264,0.999288941,1.323782463,0,-0.052112507
1.62766E+18,-9.100954253,10.93255404,0,0,-0.038224618,0.999269172,1.327322523,0,-0.051841823
1.62766E+18,-9.074396739,10.93051928,0,0,-0.038741694,0.999249259,1.330787638,0,-0.051573231
1.62766E+18,-9.048041217,10.92847255,0,0,-0.039250902,0.999229386,1.334148886,0,-0.051308242
1.62766E+18,-9.021552104,10.92638829,0,0,-0.039758855,0.999209304,1.337451987,0,-0.051049229
1.62766E+18,-8.994846334,10.92425966,0,0,-0.040267162,0.999188949,1.340707982,0,-0.05079281
1.62766E+18,-8.968137954,10.92210347,0,0,-0.040770593,0.999168534,1.343891579,0,-0.050420007
1.62766E+18,-8.941384312,10.91991649,0,0,-0.041270053,0.999148028,1.347009687,0,-0.050053194
1.62766E+18,-8.91462713,10.91770228,0,0,-0.041764855,0.999127468,1.350059095,0,-0.049691722
1.62766E+18,-8.887643189,10.91544241,0,0,-0.04225919,0.999106681,1.35306649,0,-0.049336104
1.62766E+18,-8.860657003,10.91315545,0,0,-0.042748971,0.999085845,1.356007504,0,-0.048983341
1.62766E+18,-8.833687539,10.91084327,0,0,-0.043231128,0.999065098,1.358881859,0,-0.048352578
1.62766E+18,-8.806643792,10.90849843,0,0,-0.043707439,0.999044373,1.361700854,0,-0.047733087
1.62766E+18,-8.779436557,10.90611327,0,0,-0.044179551,0.999023607,1.364474715,0,-0.047122622
1.62766E+18,-8.752382587,10.90371578,0,0,-0.044642078,0.999003045,1.367172358,0,-0.046519122
1.62766E+18,-8.725153671,10.90127738,0,0,-0.045100817,0.99898244,1.36982837,0,-0.045929532
1.62766E+18,-8.697858825,10.89880779,0,0,-0.045554204,0.998961868,1.372432731,0,-0.045369136
1.62766E+18,-8.670552792,10.89631221,0,0,-0.046001436,0.998941374,1.374981398,0,-0.044817238
1.62766E+18,-8.643125508,10.89378078,0,0,-0.046444423,0.998920876,1.377485792,0,-0.044274842
1.62766E+18,-8.615738492,10.89122857,0,0,-0.046880644,0.998900498,1.379932159,0,-0.043739651
1.62766E+18,-8.588363057,10.88865331,0,0,-0.047310711,0.998880221,1.382324611,0,-0.043214738
1.62766E+18,-8.560642183,10.88602148,0,0,-0.047740355,0.998859779,1.384695062,0,-0.042705535
1.62766E+18,-8.533087032,10.88338146,0,0,-0.048161669,0.998839554,1.387000114,0,-0.042199056
1.62766E+18,-8.505653816,10.88072977,0,0,-0.048575541,0.998819512,1.389245535,0,-0.04170468
1.62766E+18,-8.478090049,10.87804239,0,0,-0.048985923,0.998799469,1.391453413,0,-0.041221321
1.62766E+18,-8.450388953,10.87531865,0,0,-0.049392955,0.998779423,1.393624783,0,-0.040744337
1.62766E+18,-8.422598588,10.87256326,0,0,-0.049793003,0.998759559,1.395756419,0,-0.039976414
1.62766E+18,-8.394809326,10.8697855,0,0,-0.05018489,0.998739945,1.397842233,0,-0.039220089
1.62766E+18,-8.367137903,10.86699758,0,0,-0.050567181,0.998720662,1.399874767,0,-0.038477666
1.62766E+18,-8.33919031,10.86416023,0,0,-0.050945476,0.998701436,1.401883978,0,-0.037751965
1.62766E+18,-8.311291216,10.86130644,0,0,-0.051315408,0.998682497,1.403846787,0,-0.037032415
1.62766E+18,-8.283444412,10.85843715,0,0,-0.051677024,0.99866385,1.405764187,0,-0.036316556
1.62766E+18,-8.255518658,10.85553929,0,0,-0.052032196,0.998645408,1.407646251,0,-0.035615235
1.62766E+18,-8.227529213,10.8526147,0,0,-0.052380832,0.998627182,1.409492597,0,-0.034924894
1.62766E+18,-8.199558582,10.84967232,0,0,-0.052722029,0.998609227,1.411298579,0,-0.03424578
1.62766E+18,-8.171492229,10.84670049,0,0,-0.053057324,0.998591468,1.413072436,0,-0.033579716
1.62766E+18,-8.14341371,10.8437083,0,0,-0.053384978,0.998574005,1.414809515,0,-0.032839783
1.62766E+18,-8.114898829,10.84065068,0,0,-0.053709982,0.998556577,1.416536335,0,-0.032113336
1.62766E+18,-8.087106316,10.83765222,0,0,-0.05401925,0.998539894,1.418183399,0,-0.031389355
1.62766E+18,-8.058985524,10.83460071,0,0,-0.054324929,0.998523311,1.419815243,0,-0.030697119
1.62766E+18,-8.030705702,10.83151444,0,0,-0.054625123,0.998506933,1.421421842,0,-0.030009649
1.62766E+18,-8.002407534,10.82840894,0,0,-0.054917277,0.998490908,1.422995596,0,-0.029218572
1.62766E+18,-7.973990831,10.8252736,0,0,-0.055202554,0.998475176,1.424542678,0,-0.028441905
1.62766E+18,-7.945952477,10.82216379,0,0,-0.055476175,0.998460011,1.426036962,0,-0.027676699
1.62766E+18,-7.91761002,10.81900452,0,0,-0.055745093,0.998445033,1.427516081,0,-0.026936004
1.62766E+18,-7.88922871,10.81582545,0,0,-0.056006774,0.998430389,1.42896619,0,-0.026201275
1.62766E+18,-7.860757948,10.81262124,0,0,-0.056260919,0.9984161,1.430390404,0,-0.025391415
1.62766E+18,-7.832281457,10.80940171,0,0,-0.056506902,0.998402209,1.431785034,0,-0.024594404
1.62766E+18,-7.804044714,10.80619519,0,0,-0.056742838,0.998388827,1.433138972,0,-0.023812398
1.62766E+18,-7.775473856,10.80293705,0,0,-0.056973731,0.998375678,1.434480544,0,-0.023051742
1.62766E+18,-7.746956255,10.79967162,0,0,-0.057196445,0.998362943,1.435791588,0,-0.022296606
1.62766E+18,-7.718519475,10.79640259,0,0,-0.057410898,0.998350634,1.437071652,0,-0.021549485
1.62766E+18,-7.69001042,10.79311284,0,0,-0.057618428,0.998338678,1.438328327,0,-0.020818694
1.62766E+18,-7.661427731,10.78980256,0,0,-0.057819143,0.998327074,1.439562068,0,-0.020099981
1.62766E+18,-7.632879135,10.78648458,0,0,-0.05801241,0.998315862,1.440768708,0,-0.019393157
1.62766E+18,-7.604269341,10.78314827,0,0,-0.058199025,0.998305,1.441952852,0,-0.018700682
1.62766E+18,-7.575585383,10.77979244,0,0,-0.058378772,0.998294505,1.443115427,0,-0.017980071
1.62766E+18,-7.546966989,10.77643383,0,0,-0.058550907,0.998284424,1.444251246,0,-0.017271432
1.62766E+18,-7.518172317,10.77304447,0,0,-0.058717023,0.998274667,1.445370407,0,-0.016577996
1.62766E+18,-7.489538869,10.76966442,0,0,-0.058875272,0.998265347,1.446460158,0,-0.015893661
1.62766E+18,-7.460930797,10.76627818,0,0,-0.059026632,0.998256408,1.447526461,0,-0.015226289
1.62766E+18,-7.432138849,10.76286131,0,0,-0.059172802,0.998247755,1.448577507,0,-0.014620615
1.62766E+18,-7.403144207,10.75941178,0,0,-0.059313883,0.998239382,1.449614035,0,-0.014022731
1.62766E+18,-7.374574902,10.75600466,0,0,-0.059446948,0.998231466,1.450614089,0,-0.013432251
1.62766E+18,-7.34589442,10.75257652,0,0,-0.059574773,0.998223846,1.451597462,0,-0.012861747
1.62766E+18,-7.317046927,10.74912093,0,0,-0.059697646,0.998216505,1.452566239,0,-0.012299988
1.62766E+18,-7.288250148,10.74566423,0,0,-0.059813252,0.998209585,1.453513352,0,-0.011600371
1.62766E+18,-7.259398235,10.74219413,0,0,-0.059922172,0.998203052,1.454442752,0,-0.010915498
1.62766E+18,-7.230559961,10.73871928,0,0,-0.060024266,0.998196918,1.455352582,0,-0.010242569
1.62766E+18,-7.201646831,10.73522941,0,0,-0.060119975,0.998191158,1.456246019,0,-0.009582977
1.62766E+18,-7.172752814,10.73173623,0,0,-0.060209095,0.998185787,1.457120482,0,-0.008934469
1.62766E+18,-7.143816205,10.72823265,0,0,-0.060291203,0.998180831,1.457978235,0,-0.00822418
1.62766E+18,-7.114865553,10.72472255,0,0,-0.06036634,0.99817629,1.45881876,0,-0.00752664
1.62766E+18,-7.085958474,10.72121331,0,0,-0.060434505,0.998172165,1.459640774,0,-0.006842315
1.62766E+18,-7.057000693,10.7176939,0,0,-0.060496068,0.998168436,1.460447351,0,-0.006172301
1.62766E+18,-7.028043245,10.7141709,0,0,-0.060551037,0.998165103,1.461237376,0,-0.005514138
1.62766E+18,-6.998981989,10.71063203,0,0,-0.060599586,0.998162156,1.462013986,0,-0.004855329
1.62766E+18,-6.96997968,10.70709748,0,0,-0.060641545,0.998159608,1.462773099,0,-0.004207014
1.62766E+18,-6.940969878,10.70355953,0,0,-0.060677168,0.998157443,1.463516855,0,-0.003572641
1.62766E+18,-6.911962897,10.70001983,0,0,-0.06070657,0.998155655,1.464245317,0,-0.002950463
1.62766E+18,-6.882941687,10.69647666,0,0,-0.060729893,0.998154237,1.464959233,0,-0.002340467
1.62766E+18,-6.853784801,10.69291554,0,0,-0.060746771,0.99815321,1.465661827,0,-0.001686659
1.62766E+18,-6.824479817,10.68933532,0,0,-0.060757252,0.998152572,1.466353502,0,-0.001042598
1.62766E+18,-6.795693762,10.68581789,0,0,-0.060761279,0.998152327,1.467018931,0,-0.000407943
1.62766E+18,-6.766595054,10.68226202,0,0,-0.060759253,0.99815245,1.467677986,0,0.000203194
1.62766E+18,-6.737443661,10.67869983,0,0,-0.060751173,0.998152942,1.468324749,0,0.000809024
1.62766E+18,-6.708157048,10.6751216,0,0,-0.060736771,0.998153818,1.468961229,0,0.001436162
1.62766E+18,-6.679090906,10.67157116,0,0,-0.060716338,0.998155061,1.469579954,0,0.002053868
1.62766E+18,-6.650054459,10.66802555,0,0,-0.060689964,0.998156665,1.470185468,0,0.002654858
1.62766E+18,-6.620857291,10.66446188,0,0,-0.060657577,0.998158634,1.470781964,0,0.003243506
1.62766E+18,-6.591723578,10.66090787,0,0,-0.060619495,0.998160947,1.471365014,0,0.003823864
1.62766E+18,-6.562487508,10.65734364,0,0,-0.060574899,0.998163655,1.471938205,0,0.004463969
1.62766E+18,-6.533110141,10.65376485,0,0,-0.060523786,0.998166755,1.472502411,0,0.005093747
1.62766E+18,-6.50402643,10.65022486,0,0,-0.060467043,0.998170194,1.47304953,0,0.005714134
1.62766E+18,-6.474832149,10.64667478,0,0,-0.060404107,0.998174005,1.473587595,0,0.006316191
1.62766E+18,-6.445610367,10.64312509,0,0,-0.060335228,0.998178171,1.474115212,0,0.006908723
1.62766E+18,-6.416345882,10.63957431,0,0,-0.060261194,0.998182643,1.474632852,0,0.007417667
1.62766E+18,-6.387017543,10.6360202,0,0,-0.06018203,0.998187419,1.475141059,0,0.007917343
1.62766E+18,-6.357504304,10.63244843,0,0,-0.060097457,0.998192514,1.475642043,0,0.008408257
1.62766E+18,-6.328468382,10.62893942,0,0,-0.060009492,0.998197807,1.476124817,0,0.008892527
1.62766E+18,-6.299242049,10.62541263,0,0,-0.059916331,0.998203403,1.47660096,0,0.009359508
1.62766E+18,-6.269876657,10.62187462,0,0,-0.059817111,0.998209353,1.477069665,0,0.009924493
1.62766E+18,-6.240457536,10.61833606,0,0,-0.05971217,0.998215636,1.477529666,0,0.010481013
1.62766E+18,-6.211201291,10.61482334,0,0,-0.059602405,0.998222196,1.477977791,0,0.011027546
1.62766E+18,-6.18199418,10.61132303,0,0,-0.059487567,0.998229047,1.478416098,0,0.011560302
1.62766E+18,-6.152576709,10.60780438,0,0,-0.059366723,0.998236241,1.478848635,0,0.012081702
1.62766E+18,-6.123246408,10.60430336,0,0,-0.059241111,0.998243703,1.479271112,0,0.012599757
1.62766E+18,-6.093936265,10.60081222,0,0,-0.059110581,0.998251441,1.479684736,0,0.01310606
1.62766E+18,-6.064597747,10.59732549,0,0,-0.058975022,0.998259459,1.480090372,0,0.013602039
1.62766E+18,-6.035172445,10.59383654,0,0,-0.058834239,0.998267766,1.480488963,0,0.014088714
1.62766E+18,-6.005645696,10.59034401,0,0,-0.058688215,0.998276361,1.480880803,0,0.0145672
1.62766E+18,-5.97640149,10.58689358,0,0,-0.058538749,0.998285137,1.481260984,0,0.015059114
1.62766E+18,-5.946920413,10.58342415,0,0,-0.058383337,0.998294238,1.481636515,0,0.015536647
1.62766E+18,-5.917600239,10.57998291,0,0,-0.058224124,0.998303537,1.482002405,0,0.016008584
1.62766E+18,-5.888040458,10.57652311,0,0,-0.058059042,0.998313151,1.482363833,0,0.016468641
1.62766E+18,-5.858755262,10.57310526,0,0,-0.057891024,0.998322908,1.482714613,0,0.016923315
1.62766E+18,-5.829222865,10.56966864,0,0,-0.057717301,0.998332967,1.483061223,0,0.01735617
1.62766E+18,-5.799832696,10.56625894,0,0,-0.057540198,0.99834319,1.483399154,0,0.017784084
1.62766E+18,-5.770369977,10.56285141,0,0,-0.057358538,0.998353644,1.483731072,0,0.018201481
